CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Introduction,2018-08-28,soir,8,289935.875,5033898.5,-73.69001396,45.44485983
Vol dans / sur véhicule à moteur,2018-01-24,jour,30,293774.374,5047669.543,-73.64125468,45.56884823
Vol de véhicule à moteur,2018-01-14,soir,30,293774.374,5047669.543,-73.64125468,45.56884823
Vol de véhicule à moteur,2018-05-19,nuit,30,293810.608,5047729.332,-73.64079181,45.5693868
Introduction,2018-11-20,soir,5,283474.938,5034801.5,-73.772645,45.45281815
Vol de véhicule à moteur,2018-02-02,soir,30,293929.611,5047928.552,-73.63927163,45.57118131
Méfait,2017-08-23,jour,48,301755.542,5049999.053,-73.53901861,45.58989055
Méfait,2017-08-23,jour,10,292762.67,5043640.815,-73.65411696,45.53257967
Introduction,2017-08-23,soir,21,299529.409,5041890.079,-73.56746197,45.5169099
Vol dans / sur véhicule à moteur,2017-08-24,jour,48,302215.199,5051070.73,-73.53313319,45.59953566
Méfait,2017-08-24,jour,15,0,0,1,1
Vol dans / sur véhicule à moteur,2017-08-24,jour,21,299392.216,5041459.574,-73.56921325,45.51303499
Vol de véhicule à moteur,2017-08-24,soir,48,301755.542,5049999.053,-73.53901861,45.58989055
Vol dans / sur véhicule à moteur,2017-08-26,jour,46,300805.909,5050610.933,-73.55119437,45.59539161
Introduction,2017-08-26,soir,48,301017.584,5048244.23,-73.54846289,45.5740965
Méfait,2017-08-26,soir,44,300551.563,5046275.945,-73.55441676,45.55638253
Vol dans / sur véhicule à moteur,2017-09-10,jour,49,303970.139,5056994.119,-73.51064764,45.65284002
Vol dans / sur véhicule à moteur,2017-09-10,jour,21,302564.463,5042216.714,-73.52861569,45.51986543
Vols qualifiés,2017-09-10,soir,5,279562.063,5032280,-73.82254181,45.42999836
Vol de véhicule à moteur,2017-09-11,nuit,48,301721.825,5049882.287,-73.53945,45.5888397
Méfait,2017-09-11,jour,48,302451.07,5051626.936,-73.53011237,45.60454139
Introduction,2017-09-11,soir,23,300488.849,5045339.075,-73.55521179,45.54795187
Introduction,2017-09-12,jour,22,299704.736,5042656.898,-73.56522581,45.52381134
Vol de véhicule à moteur,2017-09-12,jour,44,300551.563,5046275.945,-73.55441676,45.55638253
Introduction,2018-04-20,jour,30,295558.302,5049036.135,-73.6184258,45.5811712
Introduction,2018-04-20,jour,30,295558.302,5049036.135,-73.6184258,45.5811712
Introduction,2018-02-14,jour,42,296305.063,5049911,-73.60887183,45.589053
Vol dans / sur véhicule à moteur,2018-05-15,jour,42,297245.188,5050261.5,-73.59682855,45.59221775
Introduction,2016-07-25,nuit,44,300278.987,5044726.107,-73.55789378,45.54243483
Introduction,2017-08-02,soir,30,294439.007,5047841.927,-73.63274342,45.5704096
Introduction,2016-07-27,jour,22,299678.304,5042385.085,-73.56556133,45.52136527
Vol dans / sur véhicule à moteur,2016-09-02,jour,48,301441.859,5049207.62,-73.54303341,45.58276755
Méfait,2016-09-06,jour,5,0,0,1,1
Vol de véhicule à moteur,2016-10-13,soir,15,297549.377,5035009.561,-73.59270414,45.45497815
Vol dans / sur véhicule à moteur,2016-10-18,jour,48,301755.542,5049999.053,-73.53901861,45.58989055
Introduction,2016-10-19,soir,48,301987.206,5049627.097,-73.5360474,45.58654455
Méfait,2016-10-20,jour,49,303984.418,5057110.871,-73.51046462,45.65389059
Introduction,2016-11-09,soir,5,282619.406,5034180.5,-73.78355501,45.44720351
Vols qualifiés,2017-08-16,soir,48,301338.832,5048961.951,-73.54435193,45.58055644
Vol dans / sur véhicule à moteur,2017-08-16,soir,9,292855.454,5037329.247,-73.65277533,45.47578728
Vols qualifiés,2017-09-12,soir,48,301369.802,5049035.457,-73.54395559,45.58121803
Vol dans / sur véhicule à moteur,2017-09-13,jour,23,300584.095,5047324.087,-73.55400911,45.56581426
Introduction,2017-09-13,soir,23,300528.747,5045911.755,-73.55470583,45.55310529
Vol dans / sur véhicule à moteur,2017-09-13,soir,20,0,0,1,1
Vol dans / sur véhicule à moteur,2017-09-13,jour,23,300495.962,5045441.728,-73.5551216,45.54887562
Vol dans / sur véhicule à moteur,2017-09-14,jour,49,304328.881,5058411.713,-73.50604612,45.66559612
Introduction,2017-09-14,jour,3,275494.344,5036191.5,-73.87475937,45.46503669
Méfait,2017-09-12,jour,44,300551.563,5046275.945,-73.55441676,45.55638253
Vol de véhicule à moteur,2017-09-15,jour,48,301369.802,5049035.457,-73.54395559,45.58121803
Vol dans / sur véhicule à moteur,2017-09-15,soir,38,298819.945,5041327.335,-73.57653602,45.51184038
Vol dans / sur véhicule à moteur,2017-10-31,jour,11,293816.669,5036802.939,-73.64046929,45.4710671
Vol dans / sur véhicule à moteur,2017-10-31,soir,15,298385.259,5036684.469,-73.58203869,45.47005796
Vol de véhicule à moteur,2017-10-31,soir,48,301721.825,5049882.287,-73.53945,45.5888397
Vols qualifiés,2017-10-31,soir,48,301755.542,5049999.053,-73.53901861,45.58989055
Introduction,2015-09-07,nuit,42,297731.438,5051484.5,-73.59061409,45.60322774
Vol de véhicule à moteur,2015-09-07,nuit,42,297731.438,5051484.5,-73.59061409,45.60322774
Vol de véhicule à moteur,2015-09-07,nuit,42,297731.438,5051484.5,-73.59061409,45.60322774
Introduction,2015-09-07,soir,44,300488.849,5045339.075,-73.55521179,45.54795187
Introduction,2015-10-08,jour,38,298049.066,5042327.504,-73.58641591,45.52083326
Introduction,2015-10-08,soir,44,300235.686,5045447.612,-73.55845499,45.54892691
Vol dans / sur véhicule à moteur,2015-10-09,nuit,21,299479.518,5041331.073,-73.56809449,45.51187936
Vol dans / sur véhicule à moteur,2015-10-10,nuit,21,299597.218,5041326.073,-73.56658805,45.51183525
Introduction,2015-10-10,soir,23,301244.997,5045014.664,-73.54552565,45.54503697
Méfait,2015-10-11,nuit,38,297820.809,5042397.078,-73.58933872,45.52145707
Vol dans / sur véhicule à moteur,2015-05-07,nuit,38,298416.909,5042014.077,-73.58170323,45.51801638
Vol de véhicule à moteur,2015-05-07,nuit,31,295251.425,5044053.409,-73.62226093,45.53633089
Vols qualifiés,2015-05-07,jour,13,295981.606,5031850.482,-73.61269251,45.42653312
Vols qualifiés,2015-05-07,soir,31,293985.873,5044566.996,-73.63847649,45.54093383
Vol dans / sur véhicule à moteur,2015-05-07,soir,21,0,0,1,1
Introduction,2015-05-08,jour,3,277499.39,5038689.727,-73.84925828,45.48759774
Vol dans / sur véhicule à moteur,2015-05-09,jour,38,299126.715,5041557.074,-73.57261247,45.51391022
Vol de véhicule à moteur,2015-05-09,jour,42,297453.594,5051659,-73.59417849,45.60479506
Vol de véhicule à moteur,2015-05-09,soir,38,0,0,1,1
Vol dans / sur véhicule à moteur,2016-08-25,jour,42,297914.93,5048385.753,-73.58821817,45.57534618
Introduction,2016-08-25,jour,27,292527.365,5045154.431,-73.65716756,45.5461956
Introduction,2016-08-25,soir,38,298169.108,5042249.078,-73.58487825,45.5201287
Introduction,2016-08-26,soir,27,291630.678,5045538.775,-73.66866113,45.54963767
Vol de véhicule à moteur,2016-08-27,jour,5,279522.476,5035761.771,-73.8232266,45.46132722
Méfait,2016-08-27,jour,44,300235.686,5045447.612,-73.55845499,45.54892691
Vol dans / sur véhicule à moteur,2016-08-27,soir,46,301303.689,5051363.602,-73.54481945,45.60216702
Vols qualifiés,2016-08-28,nuit,21,299479.518,5041331.073,-73.56809449,45.51187936
Introduction,2016-08-28,soir,21,300596.274,5040627.699,-73.5537956,45.50555773
Vols qualifiés,2016-08-29,nuit,23,0,0,1,1
Introduction,2016-08-29,nuit,42,298020.688,5051306.5,-73.58690364,45.60162893
Introduction,2016-08-29,jour,35,295747.308,5043653.075,-73.61590421,45.53273515
Vol dans / sur véhicule à moteur,2016-08-29,soir,46,301236.21,5051379.009,-73.54568458,45.60230531
Vol dans / sur véhicule à moteur,2016-08-30,soir,38,298708.411,5041826.076,-73.57796969,45.51632728
Vol de véhicule à moteur,2016-08-31,nuit,27,293572.126,5044719.838,-73.64377807,45.54230261
Introduction,2016-08-31,jour,7,289108.519,5040761.858,-73.70080954,45.50660111
Vol de véhicule à moteur,2016-08-31,jour,27,292803.134,5045756.102,-73.65365073,45.55161443
Introduction,2016-08-31,soir,26,296181.38,5039538.175,-73.61027433,45.49571316
Introduction,2016-09-28,jour,21,300544.35,5040653.311,-73.5544603,45.50578788
Introduction,2016-09-28,jour,45,0,0,1,1
Vols qualifiés,2016-09-28,jour,21,299813.122,5041107.572,-73.56382257,45.50987067
Introduction,2016-09-28,soir,31,295251.425,5044053.409,-73.62226093,45.53633089
Vol dans / sur véhicule à moteur,2016-09-28,soir,38,298233.909,5042129.577,-73.58404717,45.519054
Introduction,2016-09-29,jour,38,298416.909,5042014.077,-73.58170323,45.51801638
Méfait,2016-09-29,soir,23,300784.987,5045213.113,-73.5514182,45.54682018
Vol dans / sur véhicule à moteur,2016-09-29,soir,23,300784.987,5045213.113,-73.5514182,45.54682018
Méfait,2016-09-30,jour,21,300482.487,5040624.834,-73.55525172,45.50553125
Vol dans / sur véhicule à moteur,2018-11-19,jour,42,296059.906,5049256.5,-73.61200206,45.58316059
Introduction,2018-12-27,nuit,42,296059.906,5049256.5,-73.61200206,45.58316059
Vol de véhicule à moteur,2018-12-20,jour,8,290959.719,5033906.5,-73.67692604,45.44495284
Vol de véhicule à moteur,2018-07-11,jour,11,294220.796,5035754.488,-73.63527823,45.46163889
Introduction,2018-04-30,jour,5,281799.921,5036086.62,-73.79412025,45.46432903
Méfait,2018-12-08,soir,20,299149.609,5039867.27,-73.57229998,45.49870485
Méfait,2018-05-21,jour,42,296353.188,5049967,-73.60825602,45.58955749
Méfait,2018-02-22,soir,42,296353.188,5049967,-73.60825602,45.58955749
Vol dans / sur véhicule à moteur,2016-10-01,nuit,27,292317.139,5045241.256,-73.65986199,45.54697314
Introduction,2016-10-03,jour,23,301769.779,5044788.961,-73.53880385,45.54300849
Vol dans / sur véhicule à moteur,2016-10-03,soir,21,0,0,1,1
Méfait,2016-10-04,nuit,27,292317.139,5045241.256,-73.65986199,45.54697314
Méfait,2016-10-04,jour,27,292317.139,5045241.256,-73.65986199,45.54697314
Vol dans / sur véhicule à moteur,2016-10-04,jour,23,0,0,1,1
Vol dans / sur véhicule à moteur,2016-10-04,jour,5,279997.23,5034212.039,-73.8170778,45.44739918
Introduction,2016-10-05,jour,38,299392.216,5041459.574,-73.56921325,45.51303499
Introduction,2016-10-06,soir,35,296101.507,5043621.077,-73.61136874,45.53245174
Vol dans / sur véhicule à moteur,2018-09-12,soir,27,293431.918,5048134.051,-73.64565284,45.5730225
Vol dans / sur véhicule à moteur,2018-11-13,jour,30,297223.682,5046711.532,-73.59704914,45.56027383
Vol dans / sur véhicule à moteur,2018-05-20,soir,30,297223.682,5046711.532,-73.59704914,45.56027383
Introduction,2018-10-01,jour,10,288441.161,5044120.999,-73.70946204,45.53681247
Vol dans / sur véhicule à moteur,2018-07-23,nuit,42,295908.969,5049945,-73.61394881,45.58935399
Méfait,2018-04-03,soir,30,296810.337,5046973.291,-73.60234817,45.5626246
Vol dans / sur véhicule à moteur,2015-08-05,soir,21,0,0,1,1
Vol de véhicule à moteur,2015-08-06,nuit,27,291447.746,5045619.992,-73.67100617,45.550365
Vol dans / sur véhicule à moteur,2015-08-04,jour,21,0,0,1,1
Méfait,2015-08-06,jour,15,299752.788,5037323.048,-73.56455581,45.47581542
Méfait,2015-08-06,jour,38,298169.108,5042249.078,-73.58487825,45.5201287
Introduction,2016-05-07,jour,3,280884.619,5041260.379,-73.80607681,45.51085346
Introduction,2015-04-09,soir,31,294299.929,5044449.493,-73.63445244,45.5398813
Méfait,2015-04-10,jour,31,294325.005,5044512.063,-73.63413269,45.5404447
Méfait,2016-10-08,nuit,27,293632.281,5044694.483,-73.64300718,45.54207542
Vols qualifiés,2016-10-11,soir,31,293985.873,5044566.996,-73.63847649,45.54093383
Méfait,2016-10-11,jour,15,299916.729,5037572.793,-73.56246143,45.47806391
Méfait,2016-10-10,soir,35,0,0,1,1
Méfait,2016-11-20,soir,15,299916.729,5037572.793,-73.56246143,45.47806391
Introduction,2016-11-21,nuit,21,299583.019,5041262.573,-73.5667691,45.51126375
Introduction,2016-11-21,jour,31,295279.006,5044118.071,-73.62190904,45.53691311
Vol dans / sur véhicule à moteur,2018-11-20,soir,30,296810.337,5046973.291,-73.60234817,45.5626246
Vol de véhicule à moteur,2018-10-19,soir,30,296810.337,5046973.291,-73.60234817,45.5626246
Introduction,2018-03-12,soir,30,296810.337,5046973.291,-73.60234817,45.5626246
Vol dans / sur véhicule à moteur,2018-11-18,jour,30,296810.337,5046973.291,-73.60234817,45.5626246
Introduction,2018-03-12,soir,30,296810.337,5046973.291,-73.60234817,45.5626246
Introduction,2017-07-08,nuit,39,295293.737,5054154.659,-73.62191573,45.62722539
Vol dans / sur véhicule à moteur,2017-07-09,jour,5,280570.406,5036988.5,-73.80988728,45.47240289
Vol dans / sur véhicule à moteur,2017-07-09,jour,21,0,0,1,1
Introduction,2017-07-11,jour,45,296830.732,5055588.316,-73.6022276,45.64014507
Vol dans / sur véhicule à moteur,2017-07-10,soir,5,279685.969,5036356,-73.82116639,45.4666802
Vol dans / sur véhicule à moteur,2017-07-18,nuit,23,0,0,1,1
Introduction,2017-07-18,jour,39,293469.329,5050731.298,-73.64523376,45.59639384
Vol dans / sur véhicule à moteur,2017-07-18,jour,5,279054.587,5035900.977,-73.82921674,45.46256276
Vol dans / sur véhicule à moteur,2017-07-19,soir,1,276530.594,5034619,-73.86141772,45.45092953
Vol dans / sur véhicule à moteur,2018-08-22,nuit,44,299029.476,5047095.521,-73.57392231,45.5637464
Méfait,2018-03-25,jour,39,295537.875,5051608,-73.61873635,45.60431326
Vol de véhicule à moteur,2018-05-05,nuit,39,295537.875,5051608,-73.61873635,45.60431326
Introduction,2018-02-14,soir,39,295537.875,5051608,-73.61873635,45.60431326
Introduction,2018-12-02,soir,39,295537.875,5051608,-73.61873635,45.60431326
Méfait,2018-10-13,soir,44,298329.476,5046198.965,-73.58287767,45.55567274
Vol dans / sur véhicule à moteur,2018-11-08,jour,44,298440.866,5047357.374,-73.58146599,45.56609751
Introduction,2018-05-27,jour,44,298440.866,5047357.374,-73.58146599,45.56609751
Vol dans / sur véhicule à moteur,2018-10-12,soir,13,291928.856,5032408.195,-73.66449804,45.43148887
Vol de véhicule à moteur,2018-01-10,nuit,30,296549.89,5047136.661,-73.60568727,45.56409162
Vol dans / sur véhicule à moteur,2017-07-19,soir,23,0,0,1,1
Vol dans / sur véhicule à moteur,2017-07-20,soir,15,298313.975,5037925.041,-73.58296672,45.48122055
Vol de véhicule à moteur,2017-07-21,nuit,5,279357.875,5035896.5,-73.82533831,45.46253358
Vol dans / sur véhicule à moteur,2017-07-21,nuit,48,0,0,1,1
Vol dans / sur véhicule à moteur,2017-07-21,soir,5,279054.587,5035900.977,-73.82921674,45.46256276
Introduction,2017-07-22,jour,7,285076.969,5039022,-73.75233235,45.49084291
Vol dans / sur véhicule à moteur,2017-07-29,jour,5,279705.249,5036282.49,-73.82091608,45.46601942
Méfait,2017-07-30,jour,45,0,0,1,1
Vol de véhicule à moteur,2017-07-31,nuit,8,287869.25,5033210,-73.71640857,45.43861739
Introduction,2017-07-31,jour,5,282756.531,5038387.5,-73.78199072,45.48506403
Vol dans / sur véhicule à moteur,2018-11-13,jour,30,296549.89,5047136.661,-73.60568727,45.56409162
Méfait,2017-11-10,jour,7,291614.375,5041105,-73.66875058,45.50974071
Introduction,2017-11-10,jour,31,295610.654,5045341.884,-73.61768552,45.54792986
Introduction,2017-11-11,jour,38,298475.996,5043501.09,-73.58096611,45.53139764
Vol dans / sur véhicule à moteur,2017-11-11,jour,27,292561.203,5044704.045,-73.65672296,45.54214347
Introduction,2017-11-12,soir,10,292223.008,5043782.802,-73.66103001,45.53384779
Introduction,2017-11-12,soir,22,300377.805,5042260.085,-73.5566061,45.52024526
Vol dans / sur véhicule à moteur,2018-07-07,soir,30,296549.89,5047136.661,-73.60568727,45.56409162
Méfait,2018-05-26,jour,30,296549.89,5047136.661,-73.60568727,45.56409162
Vol dans / sur véhicule à moteur,2018-05-27,soir,11,293670.089,5036543.903,-73.64233808,45.46873386
Vol dans / sur véhicule à moteur,2018-07-27,jour,11,293670.089,5036543.903,-73.64233808,45.46873386
Méfait,2018-04-08,soir,11,293670.089,5036543.903,-73.64233808,45.46873386
Vol dans / sur véhicule à moteur,2018-07-17,soir,11,293670.089,5036543.903,-73.64233808,45.46873386
Introduction,2017-06-12,nuit,27,293092.35,5046391.167,-73.64996178,45.55733387
Vol de véhicule à moteur,2017-06-12,nuit,27,293092.35,5046391.167,-73.64996178,45.55733387
Introduction,2017-06-13,jour,27,292420.335,5046585.215,-73.65857442,45.55906835
Introduction,2017-06-13,soir,48,302329.605,5050617.596,-73.53166439,45.59545865
Méfait,2017-06-14,jour,27,0,0,1,1
Méfait,2017-06-26,soir,26,294768.792,5040955.671,-73.62837719,45.50844949
Introduction,2017-06-27,jour,7,290545.106,5042005.963,-73.68246129,45.51782687
Méfait,2017-06-28,jour,16,301461.006,5036531.169,-73.54270166,45.46869997
Vol dans / sur véhicule à moteur,2017-06-26,soir,15,297740.81,5035645.45,-73.59026567,45.46070215
Méfait,2017-06-28,soir,16,301461.006,5036531.169,-73.54270166,45.46869997
Vol dans / sur véhicule à moteur,2017-06-27,jour,15,297740.81,5035645.45,-73.59026567,45.46070215
Introduction,2017-06-29,nuit,27,292450.586,5046659.936,-73.65818881,45.55974125
Vol de véhicule à moteur,2017-06-29,soir,21,0,0,1,1
Introduction,2017-06-29,soir,35,296481.823,5044799.036,-73.60651949,45.54305608
Introduction,2017-07-05,jour,27,292827.7,5047597.269,-73.65338117,45.56818224
Introduction,2017-11-13,soir,26,295498.868,5040512.476,-73.61902545,45.50447156
Vol dans / sur véhicule à moteur,2017-11-13,soir,39,294972.625,5050492.5,-73.62596013,45.59426795
Introduction,2017-11-14,jour,27,292561.203,5044704.045,-73.65672296,45.54214347
Méfait,2017-11-13,soir,22,300599.802,5042594.589,-73.55376731,45.52325663
Vol dans / sur véhicule à moteur,2017-11-14,jour,27,292715.6,5045077.546,-73.65475507,45.54550705
Introduction,2017-11-15,nuit,12,298266.06,5038914.047,-73.58359279,45.49011962
Introduction,2017-11-15,nuit,21,300166.671,5041928.882,-73.55930558,45.51726359
Vol de véhicule à moteur,2017-11-16,jour,38,0,0,1,1
Vol de véhicule à moteur,2017-11-16,jour,46,301064.625,5052835,-73.5478953,45.61540579
Méfait,2017-11-16,jour,21,300194.517,5041972.664,-73.55894957,45.51765774
Méfait,2018-05-29,jour,11,293670.089,5036543.903,-73.64233808,45.46873386
Vol dans / sur véhicule à moteur,2018-12-23,jour,11,293670.089,5036543.903,-73.64233808,45.46873386
Méfait,2018-04-09,jour,42,296037.656,5050143.5,-73.6123031,45.59114179
Méfait,2018-09-28,jour,8,291037.844,5033575.5,-73.67591809,45.44197589
Vol dans / sur véhicule à moteur,2018-04-27,jour,8,291037.844,5033575.5,-73.67591809,45.44197589
Vol dans / sur véhicule à moteur,2018-07-30,jour,48,301918.824,5052419.655,-73.53694023,45.61167248
Vol de véhicule à moteur,2018-03-08,jour,10,289103.04,5044266.457,-73.70099192,45.53813658
Introduction,2018-10-07,jour,10,288669.325,5044651.975,-73.70655809,45.54159568
Introduction,2018-06-26,jour,7,290883.719,5040805.5,-73.67809302,45.5070315
Introduction,2017-07-06,soir,20,298840.723,5041101.569,-73.57626735,45.50980902
Introduction,2017-07-07,nuit,39,296125,5052791.5,-73.61123073,45.61497026
Vols qualifiés,2017-07-07,soir,21,300117.94,5041852.266,-73.55992859,45.51657384
Introduction,2017-07-08,jour,22,300289.907,5042125.584,-73.55773,45.5190344
Introduction,2017-07-10,nuit,39,296391.156,5052435.5,-73.60781195,45.61177016
Introduction,2018-02-09,jour,10,289272.085,5043367.593,-73.69879889,45.53005209
Méfait,2018-11-08,jour,42,297247,5048701.5,-73.5967812,45.57818044
Vol dans / sur véhicule à moteur,2018-12-31,soir,20,298778.45,5039548.054,-73.57704525,45.4958293
Méfait,2018-09-07,jour,20,298778.45,5039548.054,-73.57704525,45.4958293
Vol dans / sur véhicule à moteur,2018-12-23,jour,20,298778.45,5039548.054,-73.57704525,45.4958293
Vol dans / sur véhicule à moteur,2018-02-02,soir,20,298778.45,5039548.054,-73.57704525,45.4958293
